"","exp","wks","occ","ind","south","smsa","ms","fem","union","ed","blk","lwage","id","t","tdum1","tdum2","tdum3","tdum4","tdum5","tdum6","tdum7","exp2"
"3237",15,48,0,0,0,1,0,1,0,17,0,6.8564600944519,463,3,0,0,1,0,0,0,0,225
"3238",16,48,0,0,0,1,0,1,0,17,0,6.8564600944519,463,4,0,0,0,1,0,0,0,256
"3239",17,47,0,0,0,1,0,1,0,17,0,6.90776014328003,463,5,0,0,0,0,1,0,0,289
"3240",18,47,0,0,0,1,0,1,0,17,0,7.04752016067505,463,6,0,0,0,0,0,1,0,324
"3241",19,45,0,0,0,1,0,1,0,17,0,7.27931976318359,463,7,0,0,0,0,0,0,1,361
"3242",40,49,1,1,0,1,0,1,0,12,0,5.92692995071411,464,1,1,0,0,0,0,0,0,1600
"3243",41,52,1,1,0,1,0,1,0,12,0,5.99145984649658,464,2,0,1,0,0,0,0,0,1681
"3244",42,49,1,1,0,1,0,1,0,12,0,5.85793018341064,464,3,0,0,1,0,0,0,0,1764
"3245",43,50,1,1,0,1,0,1,0,12,0,6.0799298286438,464,4,0,0,0,1,0,0,0,1849
"3246",44,50,1,1,0,1,0,1,0,12,0,6.21461009979248,464,5,0,0,0,0,1,0,0,1936
"3247",45,49,0,1,0,1,0,1,0,12,0,6.4377498626709,464,6,0,0,0,0,0,1,0,2025
"3248",46,49,1,1,0,1,0,1,0,12,0,6.55535984039307,464,7,0,0,0,0,0,0,1,2116
"3249",3,37,0,0,0,1,1,0,1,16,0,6.21461009979248,465,1,1,0,0,0,0,0,0,9
"3250",4,39,0,0,0,1,1,0,1,16,0,6.38011980056763,465,2,0,1,0,0,0,0,0,16
"3251",5,36,0,0,0,1,1,0,1,16,0,6.3543701171875,465,3,0,0,1,0,0,0,0,25
"3252",6,39,0,0,0,1,1,0,1,16,0,6.47697019577026,465,4,0,0,0,1,0,0,0,36
"3253",7,37,0,0,0,1,1,0,1,16,0,6.4377498626709,465,5,0,0,0,0,1,0,0,49
"3254",8,38,0,0,0,0,1,0,1,16,0,6.52941989898682,465,6,0,0,0,0,0,1,0,64
"3255",9,38,0,0,0,0,1,0,1,16,0,6.68460988998413,465,7,0,0,0,0,0,0,1,81
"3256",28,50,1,1,0,1,1,0,1,12,0,6.24417018890381,466,1,1,0,0,0,0,0,0,784
"3257",29,38,1,1,0,1,1,0,1,12,0,6.34564018249512,466,2,0,1,0,0,0,0,0,841
"3258",30,49,1,1,0,1,1,0,1,12,0,6.42161989212036,466,3,0,0,1,0,0,0,0,900
"3259",31,48,1,1,0,1,1,0,1,12,0,6.51470994949341,466,4,0,0,0,1,0,0,0,961
"3260",32,49,1,1,0,1,1,0,0,12,0,6.5861701965332,466,5,0,0,0,0,1,0,0,1024
"3261",33,48,1,1,0,1,1,0,1,12,0,6.68460988998413,466,6,0,0,0,0,0,1,0,1089
"3262",34,30,1,1,0,1,1,0,1,12,0,6.75110006332397,466,7,0,0,0,0,0,0,1,1156
"3263",24,46,1,1,0,1,1,0,1,12,0,6.23440980911255,467,1,1,0,0,0,0,0,0,576
"3264",25,51,1,1,0,1,1,0,1,12,0,6.31897020339966,467,2,0,1,0,0,0,0,0,625
"3265",26,49,1,1,0,1,1,0,1,12,0,6.42161989212036,467,3,0,0,1,0,0,0,0,676
"3266",27,49,1,1,0,1,1,0,1,12,0,6.49375009536743,467,4,0,0,0,1,0,0,0,729
"3267",28,49,1,1,0,1,1,0,1,12,0,6.55108022689819,467,5,0,0,0,0,1,0,0,784
"3268",29,49,1,1,0,1,1,0,1,12,0,7.00306987762451,467,6,0,0,0,0,0,1,0,841
"3269",30,49,1,1,0,1,1,0,1,12,0,6.81014013290405,467,7,0,0,0,0,0,0,1,900
"3270",40,49,0,1,0,1,1,0,0,17,0,6.90574979782104,468,1,1,0,0,0,0,0,0,1600
"3271",41,48,0,1,0,1,1,0,0,17,0,6.90574979782104,468,2,0,1,0,0,0,0,0,1681
"3272",42,48,0,1,0,1,1,0,0,17,0,7.31322002410889,468,3,0,0,1,0,0,0,0,1764
"3273",43,49,0,0,0,1,1,0,0,17,0,7.31322002410889,468,4,0,0,0,1,0,0,0,1849
"3274",44,49,0,1,0,1,1,0,0,17,0,7.31322002410889,468,5,0,0,0,0,1,0,0,1936
"3275",45,49,0,1,0,1,1,0,0,17,0,7.37775993347168,468,6,0,0,0,0,0,1,0,2025
"3276",46,50,0,1,0,1,1,0,0,17,0,7.37775993347168,468,7,0,0,0,0,0,0,1,2116
"3277",44,40,1,0,1,1,0,1,0,9,1,5.393630027771,469,1,1,0,0,0,0,0,0,1936
"3278",45,35,1,0,1,1,0,1,0,9,1,5.43807983398438,469,2,0,1,0,0,0,0,0,2025
"3279",46,39,1,0,1,1,0,1,0,9,1,4.60516977310181,469,3,0,0,1,0,0,0,0,2116
"3280",47,40,1,0,1,1,0,1,0,9,1,5.08139991760254,469,4,0,0,0,1,0,0,0,2209
"3281",48,39,1,0,1,1,0,1,0,9,1,5.27299976348877,469,5,0,0,0,0,1,0,0,2304
"3282",49,38,1,0,1,1,0,1,0,9,1,5.81412982940674,469,6,0,0,0,0,0,1,0,2401
"3283",50,37,1,0,1,1,0,1,0,9,1,5.74939012527466,469,7,0,0,0,0,0,0,1,2500
"3284",10,50,1,1,0,1,1,0,0,12,0,6.52941989898682,470,1,1,0,0,0,0,0,0,100
"3285",11,50,1,1,0,1,1,0,0,12,0,6.62006998062134,470,2,0,1,0,0,0,0,0,121
"3286",12,49,1,1,0,1,1,0,0,12,0,6.45989990234375,470,3,0,0,1,0,0,0,0,144
"3287",13,52,0,1,1,1,1,0,0,12,0,7.00306987762451,470,4,0,0,0,1,0,0,0,169
"3288",14,51,0,1,1,1,1,0,0,12,0,7.20785999298096,470,5,0,0,0,0,1,0,0,196
"3289",15,50,0,1,0,0,1,0,0,12,0,7.46737003326416,470,6,0,0,0,0,0,1,0,225
"3290",16,51,0,1,0,0,1,0,0,12,0,7.14912986755371,470,7,0,0,0,0,0,0,1,256
"3291",29,49,0,0,0,1,1,0,0,16,0,6.65286016464233,471,1,1,0,0,0,0,0,0,841
"3292",30,48,0,0,0,1,1,0,0,16,0,6.73101997375488,471,2,0,1,0,0,0,0,0,900
"3293",31,48,0,0,0,1,1,0,0,16,0,6.82979011535645,471,3,0,0,1,0,0,0,0,961
"3294",32,46,0,0,0,1,1,0,0,16,0,6.93244981765747,471,4,0,0,0,1,0,0,0,1024
"3295",33,48,0,0,0,1,1,0,0,16,0,7.02553987503052,471,5,0,0,0,0,1,0,0,1089
"3296",34,44,0,0,0,1,1,0,0,16,0,7.13089990615845,471,6,0,0,0,0,0,1,0,1156
"3297",35,44,0,0,0,1,1,0,0,16,0,7.20785999298096,471,7,0,0,0,0,0,0,1,1225
"3298",4,21,0,0,1,0,0,1,0,12,0,5.57973003387451,472,1,1,0,0,0,0,0,0,16
"3299",5,42,0,0,1,0,0,1,0,12,0,5.73333978652954,472,2,0,1,0,0,0,0,0,25
"3300",6,49,0,0,1,0,0,1,0,12,0,5.76832008361816,472,3,0,0,1,0,0,0,0,36
"3301",7,49,0,0,1,0,0,1,0,12,0,5.8664698600769,472,4,0,0,0,1,0,0,0,49
"3302",8,44,0,0,1,0,0,1,0,12,0,6.06611013412476,472,5,0,0,0,0,1,0,0,64
"3303",9,47,0,0,1,0,0,1,0,12,0,6.23440980911255,472,6,0,0,0,0,0,1,0,81
"3304",10,48,0,0,1,0,0,1,0,12,0,6.38687992095947,472,7,0,0,0,0,0,0,1,100
"3305",5,50,1,0,0,0,1,0,1,14,0,6.42161989212036,473,1,1,0,0,0,0,0,0,25
"3306",6,48,1,0,0,0,1,0,1,14,0,6.37502002716064,473,2,0,1,0,0,0,0,0,36
"3307",7,48,1,0,0,0,1,0,1,14,0,6.5861701965332,473,3,0,0,1,0,0,0,0,49
"3308",8,47,1,0,0,0,1,0,1,14,0,6.76273012161255,473,4,0,0,0,1,0,0,0,64
"3309",9,50,1,0,0,0,1,0,1,14,0,6.74876022338867,473,5,0,0,0,0,1,0,0,81
"3310",10,49,1,0,0,0,1,0,1,14,0,6.80239009857178,473,6,0,0,0,0,0,1,0,100
"3311",11,46,1,0,0,0,1,0,1,14,0,6.93924999237061,473,7,0,0,0,0,0,0,1,121
"3312",12,52,0,1,1,1,1,0,0,17,0,6.71538019180298,474,1,1,0,0,0,0,0,0,144
"3313",13,50,0,1,1,1,1,0,0,17,0,6.74524021148682,474,2,0,1,0,0,0,0,0,169
"3314",14,52,0,1,1,1,1,0,0,17,0,6.88244009017944,474,3,0,0,1,0,0,0,0,196
"3315",15,51,0,1,1,1,1,0,0,17,0,6.98008012771606,474,4,0,0,0,1,0,0,0,225
"3316",16,50,0,1,1,1,1,0,0,17,0,7.24422979354858,474,5,0,0,0,0,1,0,0,256
"3317",17,51,0,0,1,1,1,0,0,17,0,7.43837976455688,474,6,0,0,0,0,0,1,0,289
"3318",18,52,0,0,1,1,1,0,0,17,0,7.17702007293701,474,7,0,0,0,0,0,0,1,324
"3319",17,48,1,0,0,0,1,0,1,12,0,6.81343984603882,475,1,1,0,0,0,0,0,0,289
"3320",18,51,1,0,0,0,1,0,1,12,0,6.88244009017944,475,2,0,1,0,0,0,0,0,324
"3321",19,50,1,0,0,0,1,0,1,12,0,7.00306987762451,475,3,0,0,1,0,0,0,0,361
"3322",20,49,1,0,0,0,1,0,1,12,0,7.17011976242065,475,4,0,0,0,1,0,0,0,400
"3323",21,50,1,0,0,0,1,0,1,12,0,7.17778015136719,475,5,0,0,0,0,1,0,0,441
"3324",22,48,1,0,0,0,1,0,1,12,0,7.24422979354858,475,6,0,0,0,0,0,1,0,484
"3325",23,48,1,0,0,0,1,0,1,12,0,7.39326000213623,475,7,0,0,0,0,0,0,1,529
"3326",26,47,1,1,0,1,1,0,1,10,0,5.86929988861084,476,1,1,0,0,0,0,0,0,676
"3327",27,49,1,1,0,1,1,0,1,10,0,5.85793018341064,476,2,0,1,0,0,0,0,0,729
"3328",28,38,1,1,0,1,1,0,1,10,0,5.87773990631104,476,3,0,0,1,0,0,0,0,784
"3329",29,8,0,0,0,1,1,0,0,10,0,5.85793018341064,476,4,0,0,0,1,0,0,0,841
"3330",30,43,1,1,0,1,1,0,0,10,0,6.5861701965332,476,5,0,0,0,0,1,0,0,900
"3331",31,52,1,1,0,1,1,0,0,10,0,6.3543701171875,476,6,0,0,0,0,0,1,0,961
"3332",32,52,1,1,0,1,1,0,0,10,0,6.5861701965332,476,7,0,0,0,0,0,0,1,1024
"3333",10,47,0,1,0,1,1,0,1,12,0,6.28039979934692,477,1,1,0,0,0,0,0,0,100
"3334",11,26,0,1,0,1,1,0,1,12,0,6.44572019577026,477,2,0,1,0,0,0,0,0,121
"3335",12,48,0,1,0,1,1,0,1,12,0,6.48004007339478,477,3,0,0,1,0,0,0,0,144
"3336",13,48,0,1,0,1,1,0,1,12,0,6.77421998977661,477,4,0,0,0,1,0,0,0,169
"3337",14,48,0,1,0,1,1,0,1,12,0,6.83195018768311,477,5,0,0,0,0,1,0,0,196
"3338",15,46,0,1,0,1,1,0,1,12,0,6.90776014328003,477,6,0,0,0,0,0,1,0,225
"3339",16,49,1,1,0,1,1,0,1,12,0,7.00306987762451,477,7,0,0,0,0,0,0,1,256
"3340",3,49,1,1,0,1,1,0,1,16,0,6.25382995605469,478,1,1,0,0,0,0,0,0,9
"3341",4,49,1,1,0,1,1,0,1,16,0,6.46147012710571,478,2,0,1,0,0,0,0,0,16
"3342",5,48,1,1,0,1,1,0,1,16,0,6.53669023513794,478,3,0,0,1,0,0,0,0,25
"3343",6,47,1,1,0,1,1,0,1,16,0,6.62006998062134,478,4,0,0,0,1,0,0,0,36
"3344",7,49,0,1,0,1,1,0,1,16,0,6.63595008850098,478,5,0,0,0,0,1,0,0,49
"3345",8,49,0,1,0,1,1,0,1,16,0,6.75110006332397,478,6,0,0,0,0,0,1,0,64
"3346",9,50,0,0,0,1,1,0,0,16,0,6.8564600944519,478,7,0,0,0,0,0,0,1,81
"3347",21,48,1,0,1,1,1,0,0,12,0,6.90574979782104,479,1,1,0,0,0,0,0,0,441
"3348",22,48,1,0,1,1,1,0,0,12,0,6.90574979782104,479,2,0,1,0,0,0,0,0,484
"3349",23,48,1,0,1,1,1,0,0,12,0,7.23417997360229,479,3,0,0,1,0,0,0,0,529
"3350",24,48,1,0,1,1,0,0,0,12,0,7.29979991912842,479,4,0,0,0,1,0,0,0,576
"3351",25,48,1,0,1,1,1,0,0,12,0,7.31322002410889,479,5,0,0,0,0,1,0,0,625
"3352",26,48,1,0,1,1,1,0,0,12,0,7.37587976455688,479,6,0,0,0,0,0,1,0,676
"3353",27,47,1,0,1,1,1,0,0,12,0,7.61874008178711,479,7,0,0,0,0,0,0,1,729
"3354",17,51,1,1,1,0,1,0,0,12,0,5.59842014312744,480,1,1,0,0,0,0,0,0,289
"3355",18,50,1,1,1,0,1,0,0,12,0,6.21461009979248,480,2,0,1,0,0,0,0,0,324
"3356",19,50,1,1,1,0,1,0,0,12,0,6.10925006866455,480,3,0,0,1,0,0,0,0,361
"3357",20,50,1,1,1,0,1,0,1,12,0,6.26340007781982,480,4,0,0,0,1,0,0,0,400
"3358",21,48,1,1,1,0,1,0,1,12,0,6.55108022689819,480,5,0,0,0,0,1,0,0,441
"3359",22,45,1,1,1,0,1,0,1,12,0,6.80239009857178,480,6,0,0,0,0,0,1,0,484
"3360",23,42,1,1,1,0,1,0,1,12,0,6.95655012130737,480,7,0,0,0,0,0,0,1,529
"3361",18,48,0,0,1,0,1,0,0,7,0,5.70378017425537,481,1,1,0,0,0,0,0,0,324
"3362",19,50,0,0,1,0,1,0,0,7,0,5.72031021118164,481,2,0,1,0,0,0,0,0,361
"3363",20,50,0,0,1,0,1,0,0,7,0,5.99145984649658,481,3,0,0,1,0,0,0,0,400
"3364",21,50,0,0,1,0,1,0,0,7,0,6.05209016799927,481,4,0,0,0,1,0,0,0,441
"3365",22,48,0,0,1,0,1,0,0,7,0,6.21461009979248,481,5,0,0,0,0,1,0,0,484
"3366",23,48,0,0,1,0,1,0,0,7,0,6.26340007781982,481,6,0,0,0,0,0,1,0,529
"3367",24,49,0,1,1,0,1,0,0,7,0,6.30991983413696,481,7,0,0,0,0,0,0,1,576
"3368",10,44,1,0,1,1,1,0,0,11,0,6.3543701171875,482,1,1,0,0,0,0,0,0,100
"3369",11,49,1,0,1,1,1,0,0,11,0,6.3543701171875,482,2,0,1,0,0,0,0,0,121
"3370",12,50,1,0,1,1,1,0,0,11,0,6.53669023513794,482,3,0,0,1,0,0,0,0,144
"3371",13,49,1,0,1,1,1,0,0,11,0,6.60664987564087,482,4,0,0,0,1,0,0,0,169
"3372",14,48,1,0,1,1,1,0,0,11,0,6.60664987564087,482,5,0,0,0,0,1,0,0,196
"3373",15,48,1,0,1,1,1,0,0,11,0,6.75692987442017,482,6,0,0,0,0,0,1,0,225
"3374",16,49,1,0,1,1,1,0,0,11,0,6.95176982879639,482,7,0,0,0,0,0,0,1,256
"3375",7,50,0,0,1,1,0,0,1,14,1,6.07534980773926,483,1,1,0,0,0,0,0,0,49
"3376",8,50,0,0,1,1,0,0,1,14,1,6.3543701171875,483,2,0,1,0,0,0,0,0,64
"3377",9,49,0,0,1,1,0,0,1,14,1,6.5861701965332,483,3,0,0,1,0,0,0,0,81
"3378",10,48,0,0,1,1,0,0,1,14,1,6.58893013000488,483,4,0,0,0,1,0,0,0,100
"3379",11,46,0,0,1,1,0,0,1,14,1,6.59303998947144,483,5,0,0,0,0,1,0,0,121
"3380",12,49,0,0,1,1,0,0,1,14,1,6.84267997741699,483,6,0,0,0,0,0,1,0,144
"3381",13,47,0,0,1,1,0,0,1,14,1,6.97260999679565,483,7,0,0,0,0,0,0,1,169
"3382",7,44,1,0,0,1,1,0,1,10,0,6.56102991104126,484,1,1,0,0,0,0,0,0,49
"3383",8,49,1,0,0,1,1,0,1,10,0,6.90574979782104,484,2,0,1,0,0,0,0,0,64
"3384",9,45,1,0,0,1,1,0,1,10,0,6.73339986801147,484,3,0,0,1,0,0,0,0,81
"3385",10,49,1,0,0,1,1,0,1,10,0,6.87419986724854,484,4,0,0,0,1,0,0,0,100
"3386",11,47,1,0,0,1,1,0,1,10,0,7.03438997268677,484,5,0,0,0,0,1,0,0,121
"3387",12,49,1,0,0,1,1,0,1,10,0,7.03527021408081,484,6,0,0,0,0,0,1,0,144
"3388",13,39,1,0,0,1,1,0,1,10,0,7.19669008255005,484,7,0,0,0,0,0,0,1,169
"3389",18,49,0,1,0,1,1,0,1,12,0,6.35611009597778,485,1,1,0,0,0,0,0,0,324
"3390",19,49,0,1,0,1,1,0,1,12,0,6.4922399520874,485,2,0,1,0,0,0,0,0,361
"3391",20,49,0,1,0,1,1,0,1,12,0,6.65928983688354,485,3,0,0,1,0,0,0,0,400
"3392",21,49,0,1,0,1,1,0,1,12,0,6.56947994232178,485,4,0,0,0,1,0,0,0,441
"3393",22,49,0,1,0,1,1,0,1,12,0,6.80016994476318,485,5,0,0,0,0,1,0,0,484
"3394",23,49,0,1,0,1,1,0,1,12,0,6.73101997375488,485,6,0,0,0,0,0,1,0,529
"3395",24,48,0,1,0,1,1,0,1,12,0,6.92560005187988,485,7,0,0,0,0,0,0,1,576
"3396",32,48,1,0,0,1,1,0,1,9,0,6.90574979782104,486,1,1,0,0,0,0,0,0,1024
"3397",33,52,1,0,0,1,1,0,1,9,0,6.90574979782104,486,2,0,1,0,0,0,0,0,1089
"3398",34,50,1,0,0,1,1,0,1,9,0,6.95655012130737,486,3,0,0,1,0,0,0,0,1156
"3399",35,51,1,0,0,1,1,0,1,9,0,7.02553987503052,486,4,0,0,0,1,0,0,0,1225
"3400",36,43,1,0,0,1,1,0,1,9,0,7.09007978439331,486,5,0,0,0,0,1,0,0,1296
"3401",37,50,1,0,0,1,1,0,1,9,0,7.09007978439331,486,6,0,0,0,0,0,1,0,1369
"3402",38,49,1,0,0,1,1,0,1,9,0,7.24422979354858,486,7,0,0,0,0,0,0,1,1444
"3403",10,49,0,0,0,1,1,0,1,15,0,6.72742986679077,487,1,1,0,0,0,0,0,0,100
"3404",11,49,0,0,0,1,1,0,1,15,0,6.80239009857178,487,2,0,1,0,0,0,0,0,121
"3405",12,48,0,0,0,1,1,0,1,15,0,6.88652992248535,487,3,0,0,1,0,0,0,0,144
"3406",13,48,0,0,0,1,1,0,1,15,0,6.95655012130737,487,4,0,0,0,1,0,0,0,169
"3407",14,47,0,0,0,1,1,0,1,15,0,7.09007978439331,487,5,0,0,0,0,1,0,0,196
"3408",15,46,0,0,0,1,1,0,1,15,0,7.26192998886108,487,6,0,0,0,0,0,1,0,225
"3409",16,43,0,0,0,1,1,0,1,15,0,7.4283299446106,487,7,0,0,0,0,0,0,1,256
"3410",26,41,1,0,0,1,1,0,1,12,0,6.55250978469849,488,1,1,0,0,0,0,0,0,676
"3411",27,47,1,0,0,1,1,0,1,12,0,6.6240701675415,488,2,0,1,0,0,0,0,0,729
"3412",28,32,1,0,0,0,1,0,1,12,0,6.78671979904175,488,3,0,0,1,0,0,0,0,784
"3413",29,46,1,0,0,0,1,0,1,12,0,6.83087015151978,488,4,0,0,0,1,0,0,0,841
"3414",30,44,1,0,0,0,1,0,1,12,0,7.04490995407104,488,5,0,0,0,0,1,0,0,900
"3415",31,45,1,0,0,0,1,0,1,12,0,7.02643013000488,488,6,0,0,0,0,0,1,0,961
"3416",32,23,1,0,0,0,1,0,1,12,0,7.13569021224976,488,7,0,0,0,0,0,0,1,1024
"3417",31,50,0,0,1,1,1,0,0,12,0,6.5903000831604,489,1,1,0,0,0,0,0,0,961
"3418",32,50,0,0,1,1,1,0,0,12,0,6.62006998062134,489,2,0,1,0,0,0,0,0,1024
"3419",33,50,0,0,1,1,1,0,0,12,0,6.65286016464233,489,3,0,0,1,0,0,0,0,1089
"3420",34,50,0,0,1,1,1,0,0,12,0,6.71538019180298,489,4,0,0,0,1,0,0,0,1156
"3421",35,51,0,0,1,1,1,0,0,12,0,6.77421998977661,489,5,0,0,0,0,1,0,0,1225
"3422",36,50,1,0,1,1,1,0,0,12,0,6.8564600944519,489,6,0,0,0,0,0,1,0,1296
"3423",37,51,0,0,1,1,1,0,0,12,0,6.93244981765747,489,7,0,0,0,0,0,0,1,1369
"3424",24,46,0,1,0,1,0,0,0,16,0,6.80239009857178,490,1,1,0,0,0,0,0,0,576
"3425",25,45,0,1,0,1,0,0,0,16,0,6.90574979782104,490,2,0,1,0,0,0,0,0,625
"3426",26,47,0,1,0,1,1,0,1,16,0,6.90776014328003,490,3,0,0,1,0,0,0,0,676
"3427",27,49,0,1,0,1,1,0,0,16,0,7.01481008529663,490,4,0,0,0,1,0,0,0,729
"3428",28,47,0,1,0,1,1,0,0,16,0,7.03878021240234,490,5,0,0,0,0,1,0,0,784
"3429",29,47,0,1,0,1,1,0,0,16,0,6.94890022277832,490,6,0,0,0,0,0,1,0,841
"3430",30,49,0,1,0,1,1,0,0,16,0,7.19669008255005,490,7,0,0,0,0,0,0,1,900
"3431",7,12,1,0,0,1,1,0,1,12,0,6.27288007736206,491,1,1,0,0,0,0,0,0,49
"3432",8,25,1,0,0,1,1,0,1,12,0,6.4630298614502,491,2,0,1,0,0,0,0,0,64
"3433",9,49,1,0,0,1,1,0,1,12,0,6.53087997436523,491,3,0,0,1,0,0,0,0,81
"3434",10,51,1,0,0,1,1,0,1,12,0,6.66949987411499,491,4,0,0,0,1,0,0,0,100
"3435",11,50,1,0,0,1,1,0,1,12,0,6.66695976257324,491,5,0,0,0,0,1,0,0,121
"3436",12,50,1,0,0,1,1,0,0,12,0,7.02553987503052,491,6,0,0,0,0,0,1,0,144
"3437",13,46,1,0,0,1,0,0,0,12,0,7.02553987503052,491,7,0,0,0,0,0,0,1,169
"3438",22,48,0,0,0,1,0,1,1,12,0,6.15698003768921,492,1,1,0,0,0,0,0,0,484
"3439",23,47,0,0,0,1,0,1,1,12,0,6.10925006866455,492,2,0,1,0,0,0,0,0,529
"3440",24,48,0,0,0,1,0,1,1,12,0,6.33683013916016,492,3,0,0,1,0,0,0,0,576
"3441",25,49,0,0,0,1,0,1,1,12,0,6.35957002639771,492,4,0,0,0,1,0,0,0,625
"3442",26,48,0,0,0,1,0,1,1,12,0,6.58755016326904,492,5,0,0,0,0,1,0,0,676
"3443",27,47,0,0,0,1,0,1,1,12,0,6.71295976638794,492,6,0,0,0,0,0,1,0,729
"3444",28,47,0,0,0,1,0,1,1,12,0,5.84931993484497,492,7,0,0,0,0,0,0,1,784
"3445",12,50,0,1,1,0,1,0,0,14,0,6.55108022689819,493,1,1,0,0,0,0,0,0,144
"3446",13,50,0,1,1,1,1,0,0,14,0,6.62006998062134,493,2,0,1,0,0,0,0,0,169
"3447",14,48,0,1,1,1,1,0,0,14,0,6.70072984695435,493,3,0,0,1,0,0,0,0,196
"3448",15,49,0,1,1,1,1,0,0,14,0,6.77194023132324,493,4,0,0,0,1,0,0,0,225
"3449",16,49,0,1,1,1,1,0,0,14,0,6.8564600944519,493,5,0,0,0,0,1,0,0,256
"3450",17,49,0,1,1,1,1,0,0,14,0,7.09007978439331,493,6,0,0,0,0,0,1,0,289
"3451",18,49,1,1,1,1,1,0,0,14,0,6.97260999679565,493,7,0,0,0,0,0,0,1,324
"3452",39,44,1,1,0,1,0,1,1,14,1,5.9480299949646,494,1,1,0,0,0,0,0,0,1521
"3453",40,48,1,1,0,1,0,1,1,14,1,6.05209016799927,494,2,0,1,0,0,0,0,0,1600
"3454",41,35,1,1,0,1,0,1,1,14,1,6.11589002609253,494,3,0,0,1,0,0,0,0,1681
"3455",42,48,1,1,0,1,0,1,1,14,1,6.18001985549927,494,4,0,0,0,1,0,0,0,1764
"3456",43,48,1,1,0,1,0,1,1,14,1,6.25958013534546,494,5,0,0,0,0,1,0,0,1849
"3457",44,48,1,1,0,1,0,1,1,14,1,6.3153600692749,494,6,0,0,0,0,0,1,0,1936
"3458",45,48,1,1,0,1,0,1,1,14,1,6.36818981170654,494,7,0,0,0,0,0,0,1,2025
"3459",8,41,1,0,0,0,1,0,0,14,0,6.21461009979248,495,1,1,0,0,0,0,0,0,64
"3460",9,42,1,0,0,0,1,0,0,14,0,6.30991983413696,495,2,0,1,0,0,0,0,0,81
"3461",10,48,1,0,0,1,1,0,1,14,0,6.68460988998413,495,3,0,0,1,0,0,0,0,100
"3462",11,52,1,0,0,1,1,0,1,14,0,6.74287986755371,495,4,0,0,0,1,0,0,0,121
"3463",12,51,1,0,0,1,1,0,1,14,0,6.81343984603882,495,5,0,0,0,0,1,0,0,144
"3464",13,51,1,0,0,1,1,0,1,14,0,6.80239009857178,495,6,0,0,0,0,0,1,0,169
"3465",14,49,1,0,0,1,1,0,1,14,0,6.95655012130737,495,7,0,0,0,0,0,0,1,196
"3466",33,41,1,1,0,1,1,0,1,8,0,6.90574979782104,496,1,1,0,0,0,0,0,0,1089
"3467",34,45,1,1,0,1,1,0,1,8,0,6.90574979782104,496,2,0,1,0,0,0,0,0,1156
"3468",35,47,1,1,0,1,1,0,1,8,0,7.18462991714478,496,3,0,0,1,0,0,0,0,1225
"3469",36,46,1,1,0,1,1,0,1,8,0,7.28892993927002,496,4,0,0,0,1,0,0,0,1296
"3470",37,43,1,1,0,1,1,0,1,8,0,7.39079999923706,496,5,0,0,0,0,1,0,0,1369
"3471",38,47,1,1,0,1,1,0,1,8,0,7.4866099357605,496,6,0,0,0,0,0,1,0,1444
"3472",39,46,1,1,0,1,1,0,1,8,0,7.56059980392456,496,7,0,0,0,0,0,0,1,1521
"3473",15,49,1,0,0,1,1,0,0,14,0,6.90574979782104,497,1,1,0,0,0,0,0,0,225
"3474",16,49,0,0,0,1,1,0,0,14,0,6.90574979782104,497,2,0,1,0,0,0,0,0,256
"3475",17,49,0,0,0,1,1,0,0,14,0,7.09007978439331,497,3,0,0,1,0,0,0,0,289
"3476",18,48,0,0,0,1,1,0,0,14,0,7.24422979354858,497,4,0,0,0,1,0,0,0,324
"3477",19,48,0,0,0,1,1,0,0,14,0,7.35436010360718,497,5,0,0,0,0,1,0,0,361
"3478",20,48,0,0,0,1,1,0,0,14,0,7.29096984863281,497,6,0,0,0,0,0,1,0,400
"3479",21,47,0,0,0,1,1,0,0,14,0,7.46737003326416,497,7,0,0,0,0,0,0,1,441
"3480",20,46,0,0,0,1,0,1,0,12,0,6.26340007781982,498,1,1,0,0,0,0,0,0,400
"3481",21,49,0,0,0,1,0,1,0,12,0,6.30078983306885,498,2,0,1,0,0,0,0,0,441
"3482",22,48,0,0,0,1,0,1,0,12,0,6.39693021774292,498,3,0,0,1,0,0,0,0,484
"3483",23,49,0,0,0,1,0,1,0,12,0,6.39693021774292,498,4,0,0,0,1,0,0,0,529
"3484",24,49,0,0,0,1,0,1,0,12,0,6.55819988250732,498,5,0,0,0,0,1,0,0,576
"3485",25,35,0,0,0,1,0,1,0,12,0,6.77421998977661,498,6,0,0,0,0,0,1,0,625
"3486",26,36,0,0,0,1,0,1,0,12,0,6.86900997161865,498,7,0,0,0,0,0,0,1,676
"3487",34,6,1,1,0,1,1,0,1,11,0,6.35957002639771,499,1,1,0,0,0,0,0,0,1156
"3488",35,48,1,1,0,1,1,0,1,11,0,6.4567699432373,499,2,0,1,0,0,0,0,0,1225
"3489",36,47,1,1,0,1,1,0,1,11,0,6.61337995529175,499,3,0,0,1,0,0,0,0,1296
"3490",37,45,1,1,0,1,1,0,1,11,0,6.63988018035889,499,4,0,0,0,1,0,0,0,1369
"3491",38,44,1,1,0,1,1,0,1,11,0,6.77421998977661,499,5,0,0,0,0,1,0,0,1444
"3492",39,47,1,1,0,1,1,0,1,11,0,6.79122018814087,499,6,0,0,0,0,0,1,0,1521
